age,gender,travel_preferences,destination,duration,purpose,user_budget,actual_expenses,current_location_latitude,current_location_longitude,destination_latitude,destination_longitude,distance,current_cost_of_living_index,destination_cost_of_living_index,accommodation_type,accommodation_cost_per_night,transportation_mode,transportation_cost,daily_meal_expenses,average_restaurant_prices,planned_activities,weather_data,local_events
70,5,2,Jharkhand,12,1,1000.0,1934.67,10.31005,20.3179338,14.597202,71.0424,259311,729,466,2,100.0,0,2000.0,98.21,620.1,sightseeing,rainy,sports event
23,2,0,Telangana,23,0,35000.0,27114.21,11.789598,73.2320957,25.499423,79.5123,550306,897,502,1,1000.0,1,100.0,276.76,5076.22,sightseeing,sunny,sports event
61,5,2,Chhattisgarh,22,1,1000.0,2089.29,22.9136,118.181531,9.745351,75.1822,425896,712,858,0,1000.0,0,1000.0,305.99,7092.1,shopping,cloudy,sports event
61,2,1,Sikkim,24,1,2000.0,35677.72,9.215866,95.2579968,33.714711,92.7764,119324,414,823,0,1000.0,2,500.0,58.32,513.85,hiking,cloudy,art exhibition
64,2,1,Sikkim,4,1,100.0,14068.03,14.597312,29.2916352,34.17624,69.0035,50599,136,138,1,2000.0,1,500.0,466.38,1672.57,vacation,rainy,art exhibition
40,5,0,Chhattisgarh,11,2,35000.0,8150.49,15.371314,-25.6598704,19.587969,78.4156,105438,428,493,1,2000.0,0,5000.0,77.71,1379.08,education,rainy,art exhibition
73,2,0,Madhya Pradesh,27,2,35000.0,21358.44,17.722063,-9.3945817,30.573208,80.3172,938920,705,808,0,500.0,2,2000.0,122.91,5863.63,sightseeing,cloudy,music festival
47,1,2,Mizoram,9,2,5000.0,11145.34,14.24109,100.309489,18.26245,86.7222,114278,477,295,2,500.0,1,2000.0,458.54,9272.62,education,sunny,art exhibition
58,2,1,Tamil Nadu,17,0,35000.0,646.2,22.13282,120.2258,36.269261,82.4529,215180,991,86,1,500.0,1,2000.0,882.15,1393.84,education,sunny,music festival
73,2,0,Tamil Nadu,6,1,100.0,13103.74,15.520655,-68.1434996,18.266802,93.1653,18919,740,550,0,2000.0,1,100.0,920.56,6152.96,education,cloudy,sports event
51,5,2,Himachal Pradesh,11,0,1000.0,49974.28,18.682755,8.4120775,23.673371,71.3712,1451945,616,137,0,1000.0,1,100.0,450.14,7840.66,hiking,cloudy,art exhibition
55,5,2,Meghalaya,18,1,5000.0,48838.13,17.82995,115.099494,11.449546,90.8531,1463108,533,481,2,500.0,2,100.0,610.08,8755.34,shopping,sunny,music festival
54,2,2,Rajasthan,4,0,1000.0,32834.35,11.883588,37.4014986,32.28587,90.9629,893864,143,474,1,500.0,1,2000.0,102.79,4669.64,education,rainy,sports event
60,5,0,Haryana,23,1,2000.0,25724.01,36.219269,107.7251314,32.670027,95.9717,869012,95,57,1,1000.0,1,100.0,102.87,5343.85,vacation,cloudy,music festival
38,5,0,Uttar Pradesh,10,0,50000.0,18119.09,16.794667,-63.2596263,20.556234,81.7036,713573,532,514,2,100.0,1,1000.0,485.5,9776.13,shopping,sunny,sports event
45,5,0,Jharkhand,5,0,2000.0,32638.19,16.647832,-79.2420766,26.658711,77.2276,1391864,184,603,1,1000.0,1,5000.0,867.05,6489.23,sightseeing,rainy,music festival
47,2,1,Odisha,13,2,5000.0,16280.2,10.176431,-7.8032048,34.930626,95.5562,362891,706,539,0,2000.0,2,500.0,275.91,2512.36,shopping,sunny,music festival
24,5,2,Haryana,1,2,35000.0,47976.54,28.900294,23.7020975,34.475794,76.8688,633989,769,414,0,500.0,0,500.0,728.34,5582.46,education,rainy,sports event
54,5,1,Uttar Pradesh,26,1,100.0,39851.19,18.989112,114.668936,10.184994,96.6528,179464,658,326,2,100.0,0,500.0,442.86,1876.68,sightseeing,rainy,sports event
19,5,1,Jharkhand,19,0,50000.0,12754.29,12.478636,121.4371451,32.326817,87.2758,91519,201,447,2,1000.0,2,500.0,207.31,8204.58,shopping,rainy,art exhibition
73,5,2,Andhra Pradesh,18,0,10000.0,40742.57,9.40069,101.1064003,18.327671,69.1788,104915,878,475,2,2000.0,0,1000.0,187.45,6182.86,vacation,cloudy,art exhibition
48,2,0,Andhra Pradesh,22,1,1000.0,35594.59,31.601679,118.6143878,35.849691,86.3415,671827,203,367,0,500.0,2,100.0,25.59,4664.07,sightseeing,cloudy,music festival
48,5,1,Bihar,27,2,35000.0,3492.39,25.315174,35.2590854,17.585813,94.5415,899387,765,403,0,1000.0,1,1000.0,807.92,3789.71,sightseeing,cloudy,art exhibition
85,2,2,Rajasthan,17,0,5000.0,3785.68,24.188156,-7.2626804,27.846936,84.1779,190961,777,426,2,500.0,2,100.0,648.47,6014.85,vacation,sunny,sports event
52,2,1,Punjab,21,1,15000.0,23062.85,26.354245,111.7242031,29.698279,71.1855,58752,79,293,1,1000.0,1,100.0,931.76,8081.53,hiking,cloudy,music festival
27,7,2,Karnataka,14,0,1000.0,42469.78,31.198749,24.4523968,28.22337,95.3445,387142,394,694,0,100.0,2,100.0,701.43,859.74,vacation,cloudy,music festival
70,2,0,Telangana,19,2,100.0,43376.59,29.790158,-58.4432039,36.445793,83.8949,1372135,329,744,1,2000.0,2,1000.0,966.93,1889.34,shopping,sunny,music festival
81,5,1,Mizoram,28,1,100.0,5884.38,13.469795,-106.5680459,25.268669,94.6591,120364,725,189,1,1000.0,1,2000.0,773.18,1682.6,hiking,rainy,sports event
58,2,1,Bihar,10,0,1000.0,40549.46,26.055548,43.0973244,26.252484,87.6826,1422787,783,915,1,1000.0,2,1000.0,623.96,9674.56,education,cloudy,music festival
56,2,1,Karnataka,11,0,10000.0,32383.25,13.23398,120.780294,30.001008,97.332,1228374,680,849,0,100.0,2,2000.0,368.66,8921.32,education,sunny,music festival
39,2,1,Punjab,14,1,15000.0,46850.27,9.181506,20.2867074,27.232379,75.0717,1159276,121,523,1,2000.0,1,2000.0,713.18,3272.5,vacation,sunny,music festival
80,1,0,Assam,15,1,5000.0,44169.34,29.88315,63.6101211,31.68645,87.8519,1352993,953,179,2,500.0,2,1000.0,344.1,5699.2,shopping,rainy,art exhibition
52,5,1,Kerala,21,2,5000.0,35041.43,11.916382,110.912619,25.096148,79.56,198096,154,917,2,2000.0,1,1000.0,88.36,8237.76,sightseeing,rainy,music festival
58,2,2,Manipur,7,2,500.0,13858.78,15.13792,20.3586957,11.429114,80.88,73109,605,522,1,500.0,0,5000.0,713.07,9750.33,hiking,sunny,sports event
75,2,1,Andhra Pradesh,29,2,2000.0,28380.46,19.787135,117.788836,24.85731,83.5808,869006,138,367,2,500.0,1,1000.0,869.56,1747.77,shopping,rainy,sports event
63,5,2,Punjab,4,0,500.0,44585.75,15.408093,120.997332,35.78716,85.4515,42797,971,240,2,100.0,2,5000.0,675.62,9730.32,shopping,rainy,art exhibition
33,7,0,Maharashtra,24,1,500.0,44606.88,11.56382,26.6700737,32.045323,83.1344,879523,149,267,1,2000.0,1,100.0,880.54,995.41,vacation,rainy,music festival
59,2,2,Arunachal Pradesh,27,0,500.0,5479.8,34.219754,16.5992505,12.35872,97.0141,1154633,137,268,2,1000.0,0,500.0,0.54,8573.85,education,cloudy,music festival
34,2,0,Himachal Pradesh,25,0,5000.0,42977.84,13.509695,-8.9485146,21.095305,83.2411,1485269,435,508,0,1000.0,2,2000.0,157.48,655.51,hiking,cloudy,art exhibition
65,2,0,Assam,28,1,1000.0,16893.64,9.825933,99.2342196,33.822723,73.7849,721317,643,254,2,2000.0,0,2000.0,137.76,1036.14,sightseeing,sunny,sports event
68,5,1,Tamil Nadu,5,1,50000.0,35261.28,20.938001,-73.9830029,10.552315,79.3016,1328858,97,395,1,1000.0,0,1000.0,714.1,9044.53,education,cloudy,music festival
82,5,2,Chhattisgarh,27,2,100.0,14401.07,17.10356,24.28915,12.584651,89.5715,215515,664,606,0,1000.0,1,5000.0,55.4,6182.96,shopping,rainy,art exhibition
40,5,2,Meghalaya,17,2,50000.0,8498.8,12.164854,125.663981,36.091225,87.2376,310014,494,192,1,100.0,2,5000.0,764.0,5931.26,sightseeing,cloudy,art exhibition
18,2,1,Bihar,27,2,35000.0,29690.39,20.376235,20.3482376,24.653844,79.4846,616096,298,8,1,500.0,1,5000.0,255.69,8982.74,hiking,cloudy,art exhibition
76,3,2,Himachal Pradesh,29,2,35000.0,2751.78,8.85193,100.7830826,12.175048,94.5207,9283,47,166,2,1000.0,0,2000.0,965.5,3439.73,hiking,rainy,sports event
37,5,0,Tamil Nadu,14,1,500.0,31929.44,30.992122,-9.1706522,35.130284,77.792,1150449,743,494,1,100.0,0,100.0,331.38,1277.76,sightseeing,sunny,music festival
48,5,2,Uttar Pradesh,2,1,35000.0,2065.12,9.207864,57.973082,11.842374,94.9365,1207433,97,105,2,100.0,1,500.0,36.14,3440.24,hiking,sunny,sports event
70,5,2,Manipur,19,2,50000.0,36358.42,11.366204,12.5742882,25.293918,72.1652,314758,807,167,2,2000.0,0,500.0,721.79,3314.24,sightseeing,cloudy,art exhibition
75,2,1,Karnataka,9,1,100.0,29406.92,17.296784,15.3858774,28.305815,95.1399,1382575,303,854,2,1000.0,1,2000.0,463.88,2769.36,sightseeing,cloudy,sports event
68,2,1,Punjab,23,2,50000.0,49393.28,33.325534,109.599542,30.88185,73.7158,302425,819,636,1,2000.0,2,1000.0,85.81,9788.59,education,sunny,music festival
69,5,1,Bihar,28,0,35000.0,9263.96,10.390064,15.4233905,31.929776,69.6308,1128195,77,447,1,100.0,1,100.0,865.1,1164.19,education,sunny,art exhibition
63,2,0,Rajasthan,20,0,50000.0,48056.06,21.75728,107.6940475,16.905763,96.3725,599302,816,666,2,500.0,2,500.0,531.88,8590.19,education,rainy,music festival
53,5,0,Kerala,7,0,100.0,46137.77,9.182667,17.7257496,30.438593,77.3937,402353,66,667,1,500.0,1,100.0,484.26,3501.82,education,cloudy,art exhibition
65,2,2,Andhra Pradesh,26,2,2000.0,3562.14,28.175706,139.250061,26.036425,88.5564,1169192,289,955,2,100.0,2,2000.0,244.02,2261.48,education,rainy,sports event
27,2,2,Jharkhand,24,2,35000.0,8193.23,29.200468,106.8060388,27.881376,72.8349,882942,2,795,2,1000.0,2,1000.0,959.08,2889.93,hiking,sunny,music festival
42,4,0,Rajasthan,29,2,2000.0,20331.64,32.051248,-98.00156,25.631915,78.8294,310473,697,397,2,1000.0,2,500.0,314.15,9963.58,vacation,rainy,sports event
29,5,2,Himachal Pradesh,16,0,35000.0,38455.9,34.367814,-119.8,27.964391,68.8313,103174,214,82,1,2000.0,2,5000.0,911.97,4220.62,education,sunny,art exhibition
21,5,0,Andhra Pradesh,23,2,25000.0,9157.85,36.013127,19.7556505,34.8249,69.1841,1287395,5,889,1,1000.0,1,1000.0,887.63,7753.48,education,cloudy,art exhibition
37,5,1,Haryana,9,1,500.0,28552.22,29.688166,29.1224979,26.640328,77.4205,285134,653,953,0,2000.0,1,100.0,622.09,6018.08,sightseeing,sunny,sports event
49,5,1,Odisha,18,2,100.0,3214.67,11.554253,124.9202302,20.188161,84.213,270662,590,362,0,500.0,0,100.0,343.28,2990.7,sightseeing,sunny,music festival
68,2,2,Haryana,8,1,5000.0,2105.24,19.389709,107.913127,9.14685,92.8412,100447,491,717,1,2000.0,1,100.0,919.86,8557.46,shopping,sunny,music festival
81,2,2,Rajasthan,7,0,50000.0,9304.51,11.708759,34.6649001,22.440723,81.901,1269164,715,637,1,500.0,0,1000.0,736.4,8362.24,shopping,sunny,music festival
34,5,1,Maharashtra,20,2,15000.0,675.79,18.191782,134.1742831,29.343257,90.3579,1234130,577,241,1,500.0,1,2000.0,975.79,5358.43,sightseeing,sunny,music festival
68,2,2,Bihar,24,2,50000.0,44781.07,11.538543,121.1774182,14.506923,82.1099,194592,831,654,2,1000.0,2,1000.0,9.87,4869.13,shopping,rainy,music festival
25,5,0,Sikkim,24,2,15000.0,19159.16,32.844563,25.5058522,30.815292,85.7066,1230211,205,886,2,100.0,1,500.0,258.61,2527.7,sightseeing,cloudy,art exhibition
24,2,2,Sikkim,19,2,25000.0,44056.75,24.372266,-8.7836437,8.18445,86.1524,1349879,814,837,2,500.0,1,100.0,760.55,3708.18,shopping,cloudy,music festival
74,5,0,Jharkhand,11,1,2000.0,32684.71,11.217461,-99.9792312,21.078522,78.6416,1129435,925,19,2,100.0,2,500.0,97.66,7483.6,sightseeing,sunny,sports event
39,5,0,Chhattisgarh,7,0,25000.0,10188.3,32.713541,0.9772874,10.882152,90.4106,207498,863,324,1,100.0,0,2000.0,266.41,6353.85,education,sunny,music festival
75,5,2,Madhya Pradesh,28,1,15000.0,29891.36,13.004801,13.4676693,27.723521,71.5616,1422513,487,790,0,500.0,2,2000.0,575.92,9807.53,hiking,rainy,sports event
77,5,1,Meghalaya,26,0,1000.0,13213.38,34.590226,16.9124981,16.37801,79.4347,235398,983,763,1,2000.0,0,100.0,648.37,390.14,shopping,cloudy,music festival
20,5,0,Punjab,29,0,1000.0,44736.19,10.731078,121.532286,35.056459,96.6301,438958,305,869,1,1000.0,0,1000.0,588.67,1961.22,shopping,sunny,music festival
61,2,2,Maharashtra,12,1,35000.0,40757.8,25.974184,101.0978724,30.702267,70.321,937319,622,476,0,1000.0,2,1000.0,369.14,5173.02,sightseeing,sunny,art exhibition
53,5,2,Telangana,19,0,100.0,46925.53,26.422315,42.9934449,28.375919,73.1113,701415,390,541,0,100.0,0,5000.0,779.92,2972.12,sightseeing,sunny,music festival
39,2,1,Telangana,13,2,500.0,24531.8,27.735473,101.564635,32.586366,84.0531,448049,527,456,0,2000.0,0,500.0,883.49,4881.98,education,rainy,sports event
39,5,1,Madhya Pradesh,25,2,35000.0,46246.92,8.786646,106.27124,16.94764,86.3968,1456003,222,132,2,2000.0,2,500.0,51.4,9061.46,hiking,sunny,music festival
73,2,0,Mizoram,16,0,1000.0,41109.95,10.343047,171.596443,8.537882,79.6898,1337025,202,459,2,100.0,0,5000.0,852.47,5703.69,vacation,sunny,sports event
45,2,0,Himachal Pradesh,26,0,1000.0,47505.59,36.285932,-72.2867105,33.997595,86.0274,906443,789,209,1,100.0,2,500.0,1.55,3186.03,vacation,rainy,sports event
51,5,0,Odisha,17,2,35000.0,14895.0,26.6573,-81.734942,30.826391,77.5513,1274836,967,227,2,2000.0,2,5000.0,687.34,9896.26,education,rainy,art exhibition
57,2,2,Chhattisgarh,29,2,2000.0,44973.08,20.668991,110.496593,13.794806,71.5968,1201188,319,977,0,1000.0,1,5000.0,322.17,2855.84,shopping,cloudy,sports event
30,5,1,Mizoram,24,2,35000.0,22189.64,26.789218,-2.2508745,34.559721,96.6213,1457746,590,626,0,100.0,0,1000.0,816.31,4127.52,vacation,rainy,art exhibition
43,2,0,Jharkhand,30,0,35000.0,22127.35,13.0589,114.6702778,24.79,87.0425,764705,676,831,1,1000.0,0,100.0,751.53,9760.19,shopping,sunny,art exhibition
25,2,0,Telangana,20,1,50000.0,32803.86,10.748622,112.305145,18.105848,91.9993,79481,226,982,0,100.0,1,2000.0,290.6,3613.03,vacation,cloudy,music festival
30,2,1,Maharashtra,2,2,500.0,12473.96,22.673545,112.274168,33.12509,86.5434,819785,971,632,0,1000.0,1,1000.0,990.82,4217.69,hiking,rainy,art exhibition
85,5,0,Haryana,8,2,15000.0,35733.29,31.282458,44.2868976,22.598503,78.1376,19863,272,493,1,500.0,2,1000.0,497.92,7820.47,vacation,sunny,music festival
28,2,1,Arunachal Pradesh,13,0,100.0,31620.27,8.546144,-14.1001326,21.38185,88.5389,309811,17,872,1,100.0,2,2000.0,746.95,9388.94,sightseeing,cloudy,sports event
20,0,2,Tamil Nadu,14,0,2000.0,3439.99,23.995508,115.1859517,19.180017,79.2937,920481,352,725,0,1000.0,0,1000.0,913.83,6419.47,shopping,rainy,art exhibition
59,2,1,Telangana,6,0,15000.0,19954.41,15.495208,44.5128424,18.731813,97.2471,410897,908,785,2,2000.0,0,5000.0,764.56,9784.57,vacation,sunny,sports event
51,2,0,Assam,8,2,2000.0,30741.4,19.676096,-4.1020654,11.717602,92.3606,1084352,540,451,1,500.0,0,500.0,763.94,765.21,vacation,cloudy,music festival
84,5,1,Kerala,1,2,500.0,32132.15,15.136408,111.464,29.124279,68.974,1047917,300,340,2,100.0,2,500.0,160.37,2065.24,shopping,sunny,art exhibition
18,7,2,Assam,3,0,5000.0,9253.0,15.610792,116.783833,31.968164,72.7914,1178078,500,953,0,100.0,0,1000.0,99.44,9514.13,vacation,cloudy,art exhibition
43,2,1,Meghalaya,11,1,10000.0,17342.59,24.700787,-80.5827272,19.962615,94.2043,142099,592,550,2,100.0,2,5000.0,564.84,5042.01,sightseeing,sunny,sports event
33,2,0,Andhra Pradesh,8,1,35000.0,42215.23,8.398373,139.8800727,14.19438,97.141,803399,902,809,2,100.0,0,2000.0,531.2,5960.2,shopping,cloudy,art exhibition
54,5,1,Rajasthan,23,2,100.0,31733.34,10.039098,121.1190338,32.069427,75.6226,947487,137,66,2,2000.0,0,1000.0,897.25,1184.8,hiking,cloudy,art exhibition
51,5,1,Himachal Pradesh,14,0,5000.0,11276.66,17.33735,10.1367166,26.722261,76.574,1387858,311,46,1,500.0,0,1000.0,179.22,5501.91,sightseeing,rainy,art exhibition
40,5,2,Manipur,13,2,5000.0,26879.86,36.810077,-8.6888467,27.476044,84.1533,616096,41,265,0,100.0,1,1000.0,768.83,1645.91,vacation,rainy,music festival
23,2,0,Arunachal Pradesh,14,1,500.0,5462.52,18.072618,-35.5876697,17.455732,80.684,709022,940,601,2,100.0,1,5000.0,545.97,3798.63,shopping,sunny,music festival
49,2,0,Kerala,2,2,2000.0,30200.68,16.305124,19.491356,32.713223,77.0726,1064989,712,828,2,1000.0,0,5000.0,797.21,6289.98,shopping,sunny,music festival
47,5,1,Odisha,5,2,2000.0,25106.57,34.728968,-106.6611689,27.017477,75.5031,315495,93,490,1,1000.0,1,5000.0,263.05,7013.86,sightseeing,cloudy,sports event
47,2,2,Telangana,13,2,35000.0,23263.64,20.681303,120.477813,13.291236,82.0115,986114,986,685,2,2000.0,2,500.0,490.67,8179.76,sightseeing,sunny,sports event
19,2,1,Gujarat,20,0,100.0,44244.59,16.534334,15.7509093,30.068847,96.3946,154348,57,706,1,1000.0,2,2000.0,529.39,4949.0,hiking,cloudy,sports event
65,1,1,Telangana,20,0,35000.0,2314.39,24.822284,121.094913,17.890095,87.8872,1429117,226,672,1,100.0,1,500.0,642.67,6466.6,shopping,rainy,sports event
50,2,0,Meghalaya,9,1,1000.0,18877.19,14.372633,-82.1604849,19.944858,86.9433,665761,534,78,0,1000.0,2,2000.0,174.31,5514.55,education,sunny,art exhibition
40,5,1,Goa,11,1,10000.0,12913.85,22.448808,117.032171,17.313914,86.7817,434157,13,628,1,500.0,1,2000.0,195.69,8382.64,education,rainy,sports event
79,2,1,Sikkim,28,0,1000.0,42125.22,32.477614,100.5191452,10.894026,97.1624,635321,388,925,2,2000.0,0,500.0,229.55,4023.29,shopping,rainy,music festival
65,5,0,Punjab,3,0,25000.0,40514.73,32.635022,2.8830762,9.518202,86.8812,604327,99,398,0,500.0,0,1000.0,172.24,355.83,vacation,cloudy,art exhibition
28,5,1,Bihar,20,1,1000.0,45006.16,28.299801,16.5289486,26.710515,91.8103,248317,833,497,0,500.0,1,5000.0,263.59,6123.12,hiking,sunny,art exhibition
83,1,2,Andhra Pradesh,10,1,15000.0,11722.61,11.875051,49.9843941,24.310839,73.1269,202316,458,664,1,500.0,0,1000.0,808.84,8258.8,vacation,cloudy,music festival
76,2,2,Manipur,29,2,50000.0,48821.13,22.079916,-102.9838564,36.899948,71.4077,10670,495,926,2,500.0,2,100.0,479.84,4384.22,vacation,sunny,sports event
69,2,2,Chhattisgarh,16,1,15000.0,8976.29,10.878077,102.2575235,21.978296,80.8975,515021,423,575,1,1000.0,1,5000.0,329.69,3943.14,hiking,cloudy,sports event
61,5,1,Uttar Pradesh,7,1,35000.0,36801.82,30.341827,10.5239867,26.234317,93.8826,1021170,867,934,1,100.0,2,5000.0,993.57,4608.59,education,sunny,sports event
37,7,1,Jharkhand,6,0,10000.0,1542.83,14.112352,107.0480378,13.023332,96.7786,108017,310,825,1,500.0,2,500.0,246.22,3324.16,shopping,cloudy,music festival
37,2,2,Rajasthan,12,1,2000.0,13773.5,33.990837,-99.0806088,18.668338,89.8816,555099,481,26,0,2000.0,1,5000.0,515.91,7229.0,sightseeing,sunny,music festival
58,2,2,Uttar Pradesh,22,0,35000.0,25804.22,12.819934,106.720976,18.235768,77.5872,836083,762,716,1,1000.0,2,500.0,649.38,6184.16,hiking,rainy,art exhibition
74,5,0,Mizoram,7,0,25000.0,28628.21,22.913179,-2.7383235,26.801923,90.69,660473,13,914,0,500.0,0,100.0,508.21,3120.1,education,sunny,sports event
51,2,1,Bihar,23,0,10000.0,12168.12,10.053082,18.0684457,13.04432,92.8072,126107,964,377,1,100.0,1,2000.0,691.89,7907.9,shopping,cloudy,sports event
31,5,0,Madhya Pradesh,30,2,2000.0,29841.84,19.511907,121.047062,32.059585,89.2228,210937,168,908,2,500.0,2,1000.0,115.02,3611.9,hiking,cloudy,art exhibition
74,7,1,Tamil Nadu,16,2,5000.0,6322.65,36.634987,33.0817144,36.469449,70.5914,1416529,138,152,0,1000.0,2,500.0,570.34,3144.74,hiking,sunny,music festival
85,5,1,Manipur,15,0,35000.0,34629.39,13.702874,32.6447001,35.498235,95.6522,1355301,784,241,1,100.0,1,5000.0,224.89,7024.63,education,cloudy,music festival
63,7,1,Assam,26,2,35000.0,17973.97,34.920395,35.8960765,15.581667,88.5058,883759,604,815,2,2000.0,0,500.0,741.98,3557.32,vacation,sunny,music festival
57,2,0,Chhattisgarh,27,0,5000.0,3888.78,18.627261,113.106055,34.648533,76.2613,515381,360,388,0,500.0,2,5000.0,649.53,3752.49,sightseeing,cloudy,art exhibition
67,7,0,Meghalaya,23,0,10000.0,19187.2,36.788219,-91.2062,9.707744,85.8374,317631,49,346,0,100.0,2,500.0,930.6,7012.52,hiking,sunny,art exhibition
34,1,1,Goa,15,2,25000.0,19976.97,35.116675,20.57188,20.182646,82.2541,301786,280,733,0,100.0,2,500.0,140.54,7978.19,sightseeing,cloudy,music festival
76,2,0,Andhra Pradesh,18,0,1000.0,28246.76,34.739369,117.069202,19.630333,86.7173,1294673,106,380,2,100.0,2,1000.0,413.51,7958.68,education,rainy,sports event
18,5,2,Haryana,25,2,35000.0,34641.79,8.146423,89.0076739,15.913581,75.7037,1229825,701,276,1,500.0,1,2000.0,176.6,9649.17,sightseeing,cloudy,sports event
68,5,0,Mizoram,9,1,500.0,48211.69,25.752319,37.7470313,10.097785,94.0477,1432079,455,410,1,1000.0,2,2000.0,857.91,4954.21,shopping,sunny,art exhibition
70,5,0,Goa,9,0,50000.0,5454.95,35.897959,121.450653,14.473568,90.0915,10878,230,833,2,1000.0,1,2000.0,888.17,3047.62,hiking,cloudy,music festival
82,5,2,Bihar,21,1,50000.0,12212.18,29.560619,118.674614,34.915476,82.6671,1306027,985,410,0,500.0,0,500.0,762.3,4261.03,education,rainy,music festival
68,2,1,Haryana,18,0,5000.0,9858.62,21.488895,104.3016527,10.082968,92.6939,215435,345,282,1,1000.0,1,1000.0,273.16,8066.56,sightseeing,sunny,art exhibition
39,7,1,Karnataka,13,2,35000.0,25876.91,16.554675,38.9204498,33.613317,78.3012,1380989,865,140,1,2000.0,1,100.0,889.4,3524.96,education,rainy,music festival
55,5,0,Maharashtra,15,0,35000.0,35283.27,27.069615,-8.5886477,30.162535,70.4995,1395354,610,108,1,100.0,0,2000.0,113.17,7541.45,sightseeing,cloudy,art exhibition
66,5,1,Karnataka,18,1,50000.0,32079.45,22.091721,46.0801697,33.541014,84.0338,648985,973,707,1,500.0,2,100.0,935.47,4068.87,vacation,sunny,music festival
22,4,2,Sikkim,23,2,5000.0,16683.46,35.411442,112.626495,34.986663,96.6711,397752,152,981,2,2000.0,0,100.0,135.56,6867.81,sightseeing,rainy,art exhibition
74,2,0,Nagaland,6,2,100.0,31058.17,22.387559,20.1302301,19.05594,87.333,493522,978,248,0,500.0,1,1000.0,342.05,5410.08,education,rainy,art exhibition
47,5,0,Goa,14,0,15000.0,12688.63,13.703483,-77.1470783,31.03678,69.805,71757,294,706,0,2000.0,2,500.0,572.04,2985.25,sightseeing,cloudy,music festival
37,2,2,Manipur,24,1,35000.0,44785.68,22.900656,101.3431058,16.70561,74.1722,1126544,14,140,1,2000.0,2,5000.0,715.66,1292.43,shopping,sunny,music festival
62,2,2,Rajasthan,17,1,50000.0,44817.38,8.809845,44.8841712,21.891911,89.6451,535212,198,157,1,500.0,2,100.0,799.71,5763.51,shopping,sunny,art exhibition
46,2,1,Mizoram,4,0,50000.0,12715.97,24.227306,122.207215,29.651063,81.4445,1492740,48,119,1,2000.0,0,5000.0,451.46,4801.21,hiking,rainy,music festival
77,5,1,Sikkim,29,0,15000.0,24471.47,9.290621,27.4312339,31.277722,87.3284,1141936,415,590,2,500.0,2,1000.0,244.37,2841.26,hiking,cloudy,art exhibition
49,5,0,Gujarat,6,0,15000.0,3275.06,36.6299,22.4649083,35.498614,79.7696,239273,206,285,0,2000.0,2,2000.0,13.98,2363.6,vacation,rainy,music festival
45,5,1,Rajasthan,15,0,10000.0,7616.9,15.561455,-0.3513021,8.818783,78.5005,316254,395,411,1,100.0,2,500.0,984.16,1442.42,hiking,sunny,sports event
27,5,2,Uttar Pradesh,23,2,500.0,16562.92,10.942741,-89.4245627,9.582179,70.0966,109207,620,237,0,2000.0,2,500.0,961.3,7132.58,hiking,cloudy,music festival
50,5,1,Gujarat,21,0,2000.0,39282.56,22.698644,46.0788428,15.688833,96.0559,144853,599,620,2,1000.0,1,5000.0,697.23,4664.46,sightseeing,rainy,sports event
71,2,1,Bihar,14,1,25000.0,35144.17,20.482665,116.0761121,36.419773,68.8354,1028244,865,198,0,500.0,0,500.0,27.66,1446.93,sightseeing,rainy,music festival
21,3,0,Karnataka,24,1,10000.0,48736.99,12.733179,77.1827834,19.089291,74.1385,33886,978,380,0,1000.0,2,5000.0,582.89,3364.75,vacation,rainy,art exhibition
57,2,0,Gujarat,29,0,500.0,20366.45,34.677143,119.135302,16.924204,71.976,810888,229,948,1,1000.0,2,2000.0,686.47,2626.78,vacation,rainy,music festival
76,2,1,Mizoram,2,0,15000.0,16004.99,27.069696,14.4319324,32.388376,85.889,1295552,550,230,0,100.0,2,2000.0,411.86,5044.31,vacation,cloudy,art exhibition
26,5,2,Himachal Pradesh,4,2,2000.0,36860.09,16.427219,49.950331,36.414103,93.0015,104865,510,870,2,100.0,0,1000.0,15.82,8802.21,education,rainy,music festival
76,5,0,Jharkhand,5,0,35000.0,5486.89,35.510985,121.012257,36.370688,82.0814,678356,581,146,0,100.0,1,5000.0,327.87,203.14,sightseeing,cloudy,art exhibition
55,5,0,Goa,9,2,50000.0,4626.69,29.90825,51.2946066,31.141748,71.7909,1412710,507,193,1,1000.0,2,2000.0,727.38,8734.21,hiking,sunny,art exhibition
57,3,2,Manipur,10,1,35000.0,5255.08,21.1638,114.3727687,36.895959,74.8732,426038,130,80,2,2000.0,2,100.0,586.12,8098.15,shopping,sunny,music festival
66,5,0,Haryana,28,2,50000.0,38836.36,25.888828,35.032191,21.270784,89.6698,1110413,298,139,0,100.0,0,100.0,813.63,3019.34,shopping,cloudy,sports event
82,2,2,Nagaland,14,2,100.0,3571.38,30.514485,118.796877,30.585778,77.0176,1466741,635,771,0,500.0,2,1000.0,525.82,2487.13,hiking,cloudy,sports event
79,5,1,Telangana,2,1,5000.0,32949.72,10.599542,-4.7497457,17.361155,74.2869,54572,147,671,1,500.0,0,5000.0,929.58,9996.53,education,sunny,art exhibition
59,5,1,Haryana,28,1,35000.0,20295.2,9.740494,109.735661,28.639186,75.9708,1403326,983,18,1,500.0,1,500.0,811.57,1595.02,hiking,rainy,music festival
